a (AU),e,i (deg),w (deg),Node (deg),M (deg),q (AU),Q (AU),P (yr),H (mag),MOID (AU),class
2.5920636,0.689893554,2.7024544,127.2055124,77.0592775,26.231771,0.8038,4.38,4.17,18.7,0.006561,APO*
1.44780814,0.310829569,28.0022372,211.34891,137.2595873,186.3515808,0.9978,1.9,1.74,18.3,0.020093,APO*
1.05403613,0.349810051,1.991217,24.0302318,299.7093973,2.6247946,0.6853,1.42,1.08,18.4,0.028324,APO*
1.27186568,0.424766937,11.5347537,259.168245,124.3333383,156.266978,0.7316,1.81,1.43,20.3,0.022885,APO*
1.41753203,0.614332643,0.6502713,259.6220564,127.0936474,169.9927867,0.5467,2.29,1.69,19.7,0.00011,APO*
1.88844805,0.520212718,5.4382801,221.4342453,104.7932807,310.9861946,0.9061,2.87,2.6,17.5,0.008636,APO*
1.85788654,0.534118403,4.9210337,125.6536228,335.7254739,210.7466772,0.8656,2.85,2.53,20.2,0.006112,APO*
2.41956026,0.631288288,8.5690876,243.0463632,178.1305545,185.6998895,0.8921,3.95,3.76,17.4,0.045614,APO*
2.11806394,0.600684667,3.8511818,42.3246212,101.166459,326.1588893,0.8458,3.39,3.08,19.4,0.009875,APO*
1.36528276,0.376520934,8.6716227,289.7494626,358.6977026,132.2016517,0.8512,1.88,1.6,18.2,0.015388,APO*
2.4309236,0.672283433,7.7756699,54.6007675,261.5494897,106.8987301,0.7967,4.07,3.79,17.4,0.017399,APO*
1.35621281,0.322667243,6.0403243,243.8653283,110.8827336,81.197031,0.9186,1.79,1.58,19.2,0.019255,APO*
1.37300892,0.382592317,13.0940373,63.6395082,130.099971,168.89856,0.8477,1.9,1.61,19.9,0.010204,APO*
1.4056484,0.805455088,21.616559,224.1918374,288.5384005,99.4259916,0.2735,2.54,1.67,19.4,0.038735,APO*
1.07455767,0.226513661,10.0612537,75.9465412,228.1762332,225.1194095,0.8312,1.32,1.11,20.4,0.026538,APO*
1.45210657,0.408012909,24.7552338,110.6726115,68.7476994,89.1423464,0.8596,2.04,1.75,17.3,0.035073,APO*
2.64441197,0.769564656,6.7914119,299.8685243,310.0601702,43.1892493,0.6094,4.68,4.3,16.3,0.049265,APO*
1.44856893,0.424161148,4.2571738,101.5735196,184.9859359,332.0329531,0.8341,2.06,1.74,20.4,0.017489,APO*
1.45294049,0.787380073,5.4360992,107.6947902,160.8015251,298.5604668,0.3089,2.6,1.75,18.3,0.026203,APO*
2.11705742,0.664501529,59.3784459,251.1115771,33.607093,269.4559914,0.7103,3.52,3.08,18,0.027985,APO*
1.84699351,0.591456564,13.7253729,287.1971828,341.3741626,147.7628589,0.7546,2.94,2.51,20.2,0.006328,APO*
1.84533234,0.466053921,42.7020912,162.1929999,338.0723608,48.48518,0.9853,2.71,2.51,17.2,0.010154,APO*
0.95898678,0.152020308,21.6146202,297.68451,288.0614994,148.5612459,0.8132,1.1,0.94,18.1,0.02312,ATE*
1.64950494,0.731516226,3.769065,314.7115277,300.3613849,39.0024388,0.4429,2.86,2.12,18.2,0.029328,APO*
1.6847938,0.56934321,2.2849234,86.8926161,245.5331724,305.9508364,0.7256,2.64,2.19,19.5,0.006515,APO*
2.32459947,0.558338548,1.9403756,278.2497614,264.548323,73.1682729,1.0267,3.62,3.54,17.6,0.044673,AMO*
0.63696488,0.562426064,3.4316501,56.3364935,193.3136505,229.1436331,0.2787,1,0.51,19.8,0.04381,ATE*
2.29870268,0.747576629,11.9313506,103.8398793,156.2159127,91.5164944,0.5802,4.02,3.49,18.2,0.045569,APO*
1.78863438,0.438983767,6.7254499,43.9566775,317.2097703,212.879307,1.0035,2.57,2.39,18.7,0.045162,APO*
2.56574803,0.721099856,4.9744375,270.9736221,157.5851633,356.5776182,0.7156,4.42,4.11,17.1,0.02785,APO*
2.09361036,0.639055859,2.5931216,79.5551496,125.9948602,218.6736204,0.7557,3.43,3.03,20.4,0.010128,APO*
1.03904396,0.118663396,8.7102878,301.9140031,53.8752269,6.6361769,0.9157,1.16,1.06,19.5,0.019697,APO*
0.93410337,0.235640001,6.4980343,300.5343819,327.1287422,216.6971006,0.714,1.15,0.9,20.4,0.005973,ATE*
1.29935149,0.354793067,23.2940501,292.3742744,135.5932842,215.5061809,0.8384,1.76,1.48,20.7,0.01211,APO*
2.13237563,0.515377068,7.354469,182.5580166,116.2264819,151.0892847,1.0334,3.23,3.11,17.7,0.018161,AMO*
2.82491236,0.661232196,1.9841381,292.3288112,142.6267642,319.8982026,0.957,4.69,4.75,16.4,0.024477,APO*
1.1134591,0.675484294,3.0542457,230.8936341,189.992606,7.8477165,0.3613,1.87,1.17,19.4,0.003227,APO*
1.5267567,0.586466219,2.091564,10.5550384,152.2551369,70.1397657,0.6314,2.42,1.89,18.8,0.03509,APO*
1.67365804,0.485192168,2.6421428,263.2746659,240.6245701,229.5174118,0.8616,2.49,2.17,20.2,0.023626,APO*
0.91389473,0.412080064,5.2085705,211.1154734,205.2458492,135.2545258,0.5373,1.29,0.87,20.6,0.035498,ATE*
1.1805774,0.261773291,4.7226541,66.3073297,173.9263014,6.7113226,0.8715,1.49,1.28,20.9,0.000218,APO*
1.23005178,0.270609764,13.0098374,45.1170552,168.3265671,258.1506408,0.8972,1.56,1.36,19.6,0.02785,APO*
2.55086194,0.703233048,4.0228205,310.2327508,183.1229347,201.9554855,0.757,4.34,4.07,16.3,0.019296,APO*
1.90063603,0.596226695,3.6973593,43.1346665,109.6616777,208.1543124,0.7674,3.03,2.62,17.3,0.024014,APO*
2.01569576,0.658366642,0.9298402,233.9620143,21.2729583,257.9178004,0.6886,3.34,2.86,19.4,0.006353,APO*
1.34126821,0.400660196,21.5973229,64.6320504,356.5216459,237.3337593,0.8039,1.88,1.55,19,0.033178,APO*
1.09510216,0.615858327,2.5646109,218.4873422,4.3762319,353.1450275,0.4207,1.77,1.15,20,0.015173,APO*
1.11882955,0.261495347,9.2740286,107.9904016,85.8799455,310.1573767,0.8263,1.41,1.18,19.5,0.029294,APO*
1.47866247,0.701829469,14.735334,244.4861692,57.9894235,56.3393595,0.4409,2.52,1.8,18.4,0.022987,APO*
0.82315542,0.369147978,17.5077299,30.5712724,297.798535,306.6320762,0.5193,1.13,0.75,19.1,0.041594,ATE*
1.45641493,0.356042059,13.1100451,313.3147695,119.8100105,28.5751653,0.9379,1.97,1.76,20.6,0.028883,APO*
1.70122583,0.825927081,38.9619268,123.2754404,181.7858809,37.2572202,0.2961,3.11,2.22,17.7,0.003438,APO*
1.5764986,0.469926802,9.0789871,50.1963635,336.5844654,252.0315174,0.8357,2.32,1.98,19.8,0.031425,APO*
0.93766413,0.321270371,5.4317333,125.6190319,178.1668562,135.0037405,0.6364,1.24,0.91,21.3,0.010156,ATE*
1.13334857,0.258799175,39.1466675,94.202133,194.1763542,130.5653723,0.84,1.43,1.21,18.7,0.036212,APO*
2.23063772,0.540934789,39.6343636,4.5710178,267.2117319,20.7194687,1.024,3.44,3.33,15.7,0.009505,AMO*
1.08396439,0.477284036,37.0266601,104.9607166,295.3129787,309.3136555,0.5666,1.6,1.13,14.7,0.04652,APO*
1.83413084,0.864335487,8.4884583,48.2864429,39.4404931,206.6348612,0.2488,3.42,2.48,17.4,0.008068,APO*
2.50225096,0.695338658,0.7900687,345.9664267,180.3486329,260.3131958,0.7623,4.24,3.96,18.1,0.01101,APO*
2.45813474,0.641444751,19.9499042,52.7577258,170.3741218,261.395771,0.8814,4.03,3.85,17.4,0.032733,APO*
1.76000448,0.444805462,15.7474044,191.1730687,210.929,242.2105721,0.9771,2.54,2.33,18.4,0.010634,APO*
2.57357456,0.837109574,19.0646089,285.9432023,261.1052699,232.6170752,0.4192,4.73,4.13,19.2,0.004821,APO*
2.11015566,0.600712717,16.0942673,242.8507488,194.9040055,15.791762,0.8426,3.38,3.07,18,0.034564,APO*
0.89308634,0.364546493,9.4502707,108.6875137,48.1032796,34.7383995,0.5675,1.22,0.84,19.8,0.047262,ATE*
2.97390547,0.695902546,6.9530745,58.982826,28.113454,77.3539583,0.9044,5.04,5.13,18.5,0.040448,APO*
2.01439031,0.534269474,8.19464,175.0056339,306.843051,26.49677,0.9382,3.09,2.86,16.9,0.043478,APO*
1.6743721,0.661380007,3.1704851,100.1957291,66.0116247,282.0242888,0.567,2.78,2.17,19.7,0.006084,APO*
0.87470168,0.546012344,15.2089583,136.0037824,57.8041994,129.3895668,0.3971,1.35,0.82,19.2,0.00919,ATE*
2.28621992,0.641865532,8.0951804,232.5431758,348.2463969,252.4138878,0.8188,3.75,3.46,17.1,0.008853,APO*
1.00117563,0.632469635,2.6405376,200.1913381,19.3183236,178.784565,0.368,1.63,1,18.3,0.023351,APO*
1.13290699,0.251975319,17.7470372,76.5681683,36.1389625,1.9352643,0.8474,1.42,1.21,18.3,0.008158,APO*
1.04610711,0.26149357,13.4725855,294.3148108,104.5184158,327.7706639,0.7726,1.32,1.07,18.4,0.048824,APO*
0.74659262,0.360235562,8.5789289,8.031326,277.4305027,355.1541002,0.4776,1.02,0.65,21,0.021955,ATE*
1.37555079,0.410748199,3.1460367,193.8324183,61.9245973,184.9634854,0.8105,1.94,1.61,20.4,0.044815,APO*
1.45489881,0.378737987,15.2074609,301.7671467,132.681855,195.5031428,0.9039,2.01,1.75,18.6,0.038405,APO*
1.12907265,0.327879681,6.1725687,284.7495565,110.8307764,73.7989102,0.7589,1.5,1.2,21.3,0.018269,APO*
2.40541585,0.659227392,15.6367142,305.4389491,126.5368355,222.2049581,0.8197,3.99,3.73,18.2,0.000333,APO*
1.03906242,0.659729538,1.6600938,111.2659467,211.1726451,152.9627731,0.3536,1.72,1.06,19.8,0.008707,APO*
1.2691975,0.514022364,19.4320065,263.9164371,54.247596,294.3467734,0.6168,1.92,1.43,17.9,0.000209,APO*
2.71738299,0.784568715,46.757703,277.9490441,70.3316566,85.4271559,0.5854,4.85,4.48,15.9,0.030839,APO*
1.37918919,0.719705701,21.1553403,234.7525476,126.2312312,281.994719,0.3866,2.37,1.62,18.9,0.049397,APO*
1.9164588,0.609023038,5.8260336,270.6601493,189.2418463,105.3122761,0.7493,3.08,2.65,18.3,0.033703,APO*
2.00022707,0.604567053,3.571168,300.0884981,158.2322813,42.0564907,0.791,3.21,2.83,18.4,0.002588,APO*
1.28024729,0.320522565,17.0970849,301.6587318,172.2023979,40.9069993,0.8699,1.69,1.45,19.1,0.008526,APO*
1.37102034,0.915014709,15.4640413,210.9740532,138.0950464,165.4555156,0.1165,2.63,1.61,18.7,0.005875,APO*
1.01063297,0.237431103,9.8432716,74.0560618,138.14211,247.0242853,0.7707,1.25,1.02,20.1,0.004167,APO*
1.37219543,0.61732944,4.1114743,92.2779087,289.0511261,359.825201,0.5251,2.22,1.61,19.3,0.016496,APO*
1.67191627,0.611232916,4.6588211,85.1459568,263.1905848,200.518498,0.65,2.69,2.16,19.8,0.002703,APO*
1.23826267,0.400639833,50.7403127,285.1814723,41.2447522,359.0383896,0.7422,1.73,1.38,19.1,0.045678,APO*
0.98561871,0.248368769,7.2246363,310.5264807,141.9915579,90.2057287,0.7408,1.23,0.98,20.8,0.041708,ATE*
2.42332127,0.571811251,12.8586073,345.6373993,250.142951,357.5084124,1.0376,3.81,3.77,17.3,0.033957,AMO*
1.04730672,0.482581415,2.7996665,354.1447604,159.2122739,32.2151986,0.5419,1.55,1.07,21.1,0.042349,APO*
2.32437084,0.636385976,4.9270724,208.168867,175.9130983,178.2684605,0.8452,3.8,3.54,18.5,0.037568,APO*
2.08351698,0.594526025,4.4822888,290.2193857,228.0021999,190.2233463,0.8448,3.32,3.01,17.6,0.019423,APO*
1.41260416,0.312039932,2.518612,198.9783957,303.1438965,309.8261073,0.9718,1.85,1.68,19.5,0.000177,APO*
1.56611957,0.408363434,36.0030772,130.6407415,279.5833935,228.6300927,0.9266,2.21,1.96,17.2,0.044108,APO*
2.43357181,0.794570821,1.9637574,284.33454,197.4267935,109.3597594,0.4999,4.37,3.8,16.8,0.004272,APO*
1.27285363,0.414452275,16.0821659,277.4159306,198.7470022,216.1049629,0.7453,1.8,1.44,19.2,0.000477,APO*
0.8114226,0.466965259,10.3496052,224.385629,350.5891556,255.0879562,0.4325,1.19,0.73,18.6,0.018501,ATE*
1.64204047,0.526124933,0.9284586,202.5940242,104.2593067,216.0377182,0.7781,2.51,2.1,19.6,0.012169,APO*
0.79675676,0.777469595,25.3976258,212.4317231,30.2824655,279.3638474,0.1773,1.42,0.71,19.9,0.026656,ATE*
1.38908525,0.540596219,25.7995013,274.3494462,24.1604661,119.3660629,0.6382,2.14,1.64,19,0.013292,APO*
1.26889459,0.330524123,7.2872797,130.1943607,74.4848423,109.9160948,0.8495,1.69,1.43,20.5,0.040562,APO*
1.41128668,0.310010219,21.0457671,176.1543413,32.6382972,247.1645719,0.9738,1.85,1.68,18.9,0.031101,APO*
0.87614215,0.551382628,2.0598066,253.7687437,2.6159598,239.4896038,0.3931,1.36,0.82,21.6,0.016882,ATE*
2.89096113,0.752798566,39.215548,246.3785435,268.066026,13.6836122,0.7146,5.07,4.92,18,0.016166,APO*
0.75319368,0.339969341,24.9267937,156.6227547,272.694946,262.5663266,0.4971,1.01,0.65,16.5,0.043605,ATE*
1.15707215,0.43049057,0.3404029,273.5791261,35.9279092,131.9252215,0.659,1.66,1.24,21.9,0.000488,APO*
0.86303979,0.423262431,3.2672089,109.2563342,213.9413098,242.9961446,0.4977,1.23,0.8,19.9,0.023094,ATE*
1.04922456,0.498975309,26.614294,72.0759404,165.5991728,220.3547975,0.5257,1.57,1.07,17.8,0.047223,APO*
1.90743361,0.62190198,55.8624416,71.4972887,271.1140106,4.4382586,0.7212,3.09,2.63,17.1,0.033563,APO*
1.63365198,0.399594054,19.4501151,156.2098501,74.9488402,54.7293326,0.9809,2.29,2.09,18.1,0.008674,APO*
0.95409773,0.509479035,22.6302178,58.0189077,181.2117536,94.8034531,0.468,1.44,0.93,19.4,0.01876,ATE*
2.23770802,0.574816495,16.1401417,139.3165503,116.8261785,167.8188536,0.9514,3.52,3.35,17.5,0.02045,APO*
2.13252385,0.651427959,6.4652954,82.431386,316.3434417,239.4750053,0.7433,3.52,3.11,18.5,0.022488,APO*
1.40042065,0.567626819,6.4403645,296.1304722,347.9679912,295.9913691,0.6055,2.2,1.66,19.8,0.039917,APO*
0.93268459,0.091445684,18.6833175,118.1794084,278.6946234,4.1423123,0.8474,1.02,0.9,17.6,0.047936,ATE*
0.87887535,0.440259338,3.3788019,309.3559724,53.4641404,195.9383339,0.4919,1.27,0.82,21.8,0.003401,ATE*
0.93540576,0.243118481,6.8833137,318.6449027,174.1062023,165.3873752,0.708,1.16,0.9,19.4,0.035712,ATE*
2.68859889,0.677039165,5.4014375,246.7558287,105.2639429,5.8276121,0.8683,4.51,4.41,17.6,0.026731,APO*
1.54308754,0.374191248,37.0746478,153.7962626,220.0673411,91.1985757,0.9657,2.12,1.92,18.7,0.002138,APO*
1.28436055,0.536346092,13.306486,274.5686649,109.4650293,27.892306,0.5955,1.97,1.46,20.5,0.023147,APO*
1.38228734,0.410817351,8.9193804,293.3930123,109.3805133,246.7735444,0.8144,1.95,1.63,19.6,0.002047,APO*
1.2523204,0.373187198,12.514296,249.4660629,300.5517251,177.0278369,0.785,1.72,1.4,19.9,0.017381,APO*
1.57357484,0.376960859,11.6832963,196.9342053,169.500894,77.4861712,0.9804,2.17,1.97,20.2,0.012543,APO*
1.98256953,0.591138149,9.6386089,115.2556766,308.5109056,193.8485422,0.8106,3.15,2.79,19.7,0.017053,APO*
1.96218216,0.581964109,4.8162755,99.710258,359.4666032,191.8732802,0.8203,3.1,2.75,19.3,0.031308,APO*
0.95828992,0.083485994,7.4367874,234.8245877,93.391229,3.4091875,0.8783,1.04,0.94,20,0.014296,ATE*
1.53701088,0.595534849,3.4098553,83.9072667,232.6443486,134.6546236,0.6217,2.45,1.91,20.1,0.006438,APO*
1.98610234,0.746359616,6.5578471,94.0815656,223.685422,231.5706032,0.5038,3.47,2.8,18.8,0.011232,APO*
0.87246864,0.570098323,5.8837275,155.9126165,117.525866,183.2938889,0.3751,1.37,0.81,21.5,0.035903,ATE*
1.18960075,0.278042678,30.1217345,84.1943863,292.4820485,156.9542884,0.8588,1.52,1.3,17.9,0.045591,APO*
2.2248152,0.536138849,10.8559798,206.0555532,132.2779415,159.0633779,1.032,3.42,3.32,17.3,0.046178,AMO*
1.32311609,0.425892247,38.2412895,105.474834,116.7339836,191.3696969,0.7596,1.89,1.52,18.3,0.036882,APO*
1.1669168,0.581357304,13.5823786,254.831202,1.9843903,310.4560899,0.4885,1.85,1.26,18.6,0.030274,APO*
1.11697459,0.202639097,3.5555009,205.9949196,203.868112,221.7981861,0.8906,1.34,1.18,21.1,0.043202,APO*
1.07065327,0.25620271,0.5715554,118.8702696,162.3774636,72.4404961,0.7963,1.34,1.11,20.8,0.004779,APO*
2.09040902,0.656112188,41.9840755,68.1539885,305.5106815,161.7385587,0.7189,3.46,3.02,19.5,0.046927,APO*
1.14538403,0.238196846,8.7012765,245.4879223,0.697043,10.963769,0.8726,1.42,1.23,20.7,0.007525,APO*
2.1039271,0.532418819,8.1682665,332.9426064,299.0305677,39.5522141,0.9838,3.22,3.05,18.9,0.0048,APO*
1.28481684,0.329547494,34.5162594,250.2237782,293.2884028,223.3819955,0.8614,1.71,1.46,19.1,0.042038,APO*
1.65106563,0.400369633,3.7297433,9.5968822,3.0312,65.3504709,0.99,2.31,2.12,19.2,0.006508,APO*
1.38273686,0.614621851,9.2263034,285.8627935,10.5248627,90.2820621,0.5329,2.23,1.63,19.4,0.007487,APO*
1.50235435,0.40247003,23.774178,311.4436242,126.7071853,62.2190623,0.8977,2.11,1.84,19.3,0.008348,APO*
1.35543361,0.278492279,27.2994096,356.1383023,73.7763997,262.061488,0.978,1.73,1.58,19.5,0.006291,APO*
1.08340797,0.538399131,3.169997,342.0511588,72.9204865,270.8341836,0.5001,1.67,1.13,20.3,0.03991,APO*
1.87428935,0.59799307,5.8019035,47.2338748,11.2221757,218.3337227,0.7535,3,2.57,19.1,0.039603,APO*
1.83912125,0.510739331,3.9245824,156.9727573,121.5710616,154.9454091,0.8998,2.78,2.49,18.8,0.028066,APO*
1.54505723,0.465380181,11.9127986,53.1309493,349.7896285,100.7433005,0.826,2.26,1.92,20,0.034432,APO*
2.14643771,0.698246687,3.3883786,67.4327033,138.904324,80.3447517,0.6477,3.65,3.14,18.5,0.0129,APO*
1.53985079,0.478330019,2.5312429,105.1932109,194.7184386,325.3013063,0.8033,2.28,1.91,20.6,0.005966,APO*
1.37314184,0.356958694,21.8825856,321.828594,59.3252475,286.8886532,0.883,1.86,1.61,19,0.046072,APO*
1.35580828,0.429297156,13.9911794,298.5147395,109.7056631,213.111591,0.7738,1.94,1.58,19.3,0.039595,APO*
0.81936431,0.529993771,21.0582514,322.4681985,197.5574458,156.4204247,0.3851,1.25,0.74,19.5,0.010364,ATE*
1.07640834,0.090059823,15.3232085,64.9410879,353.073924,174.007875,0.9795,1.17,1.12,19.1,0.023348,APO*
1.78640006,0.428141151,9.2852433,192.7808762,175.9882445,308.901466,1.0216,2.55,2.39,19.9,0.024626,AMO*
1.21435557,0.503013953,21.8221962,280.2933806,37.1440652,251.0573561,0.6035,1.83,1.34,20.1,0.005511,APO*
1.2373031,0.219847247,3.5014306,179.2169972,183.3360299,167.2561244,0.9653,1.51,1.38,21.4,0.027742,APO*
1.16915891,0.195964626,26.8073781,184.434225,336.0420065,331.7998831,0.94,1.4,1.26,20,0.049242,APO*
0.78128816,0.336796117,3.79479,59.2887963,188.8628967,146.2327429,0.5182,1.04,0.69,18.1,0.034421,ATE*
1.58809136,0.724036891,3.1147827,227.6707658,84.5127175,170.7215425,0.4383,2.74,2,21,0.021202,APO*
1.68149625,0.7783668,3.313548,253.3441979,62.468932,229.6055045,0.3727,2.99,2.18,18.8,0.00813,APO*
1.90294542,0.552865933,8.2642168,114.6551976,238.4355265,119.613418,0.8509,2.96,2.63,17.7,0.028967,APO*
1.9750315,0.525709672,6.4183012,193.4817006,159.353454,53.5759494,0.9367,3.01,2.78,19.2,0.042624,APO*
0.67650939,0.75489083,10.2352381,29.6239915,303.2686983,109.441174,0.1658,1.19,0.56,20.2,0.025617,ATE*
1.04772246,0.601919856,6.6483959,251.9003854,220.2494993,239.6627779,0.4171,1.68,1.07,20.2,0.032226,APO*
1.02982267,0.073961708,45.8647768,322.1067628,150.748987,318.7952391,0.9537,1.11,1.05,18.1,0.02091,APO*
0.98992778,0.171003344,21.4862893,61.8513181,46.5121062,48.3196901,0.8206,1.16,0.98,21.9,0.033442,ATE*
1.08708364,0.461549822,18.2835667,256.0411034,246.754305,136.2683135,0.5853,1.59,1.13,20.2,0.027311,APO*
1.81499884,0.450383031,13.2047625,13.0591697,121.0248555,321.9604033,0.9976,2.63,2.45,17.7,0.020702,APO*
1.02466806,0.139827578,19.8797289,259.9592693,95.0992338,44.3232405,0.8814,1.17,1.04,20,0.032826,APO*
1.43085534,0.390335005,3.682247,53.5448121,135.6730069,161.5198868,0.8723,1.99,1.71,21.8,0.000283,APO*
2.4916707,0.612415315,12.2374595,327.8248432,243.0537511,357.7399153,0.9657,4.02,3.93,20.4,0.009497,APO*
1.24510276,0.600356989,18.3099102,243.3685179,189.4765585,151.6655137,0.4976,1.99,1.39,20,0.035338,APO*
1.55427026,0.614974523,4.2726615,80.7414961,345.8329788,253.6685543,0.5984,2.51,1.94,21.3,0.008946,APO*
2.00504735,0.569407046,52.3958865,219.5398983,252.0870882,17.2992284,0.8634,3.15,2.84,16.3,0.041514,APO*
1.29264388,0.269203765,7.5834714,135.6483281,159.3081298,153.7117796,0.9447,1.64,1.47,21.1,0.001625,APO*
1.6527811,0.497537826,4.3892721,59.3873344,203.1816635,263.9533344,0.8305,2.48,2.12,19.5,0.002179,APO*
2.69451777,0.63440521,0.8297397,62.7771137,219.9101436,319.2026238,0.9851,4.4,4.42,17,0.00947,APO*
1.26641526,0.926746044,23.7836646,149.5690074,39.5765401,182.6145038,0.0928,2.44,1.43,18.8,0.018109,APO*
2.38720974,0.605223076,23.7219714,145.1045486,9.853655,251.4008132,0.9424,3.83,3.69,16.8,0.010618,APO*
1.09960759,0.445729527,16.6970924,73.8097454,233.7158644,17.5476888,0.6095,1.59,1.15,20,0.00895,APO*
1.29872496,0.416512765,25.6003005,251.1857469,316.3897528,214.6180032,0.7578,1.84,1.48,20.7,0.030629,APO*
1.28619141,0.279693431,49.7560275,220.7325823,49.5902796,216.28292,0.9265,1.65,1.46,18.4,0.030803,APO*
1.95870525,0.554838215,3.9440462,244.3800608,267.1477094,22.7753514,0.8719,3.05,2.74,19.6,0.019741,APO*
1.93047539,0.621381841,23.5792856,67.3176903,115.9737149,28.8112499,0.7309,3.13,2.68,17,0.017861,APO*
0.91660208,0.300174178,11.6435196,290.9154397,328.0151034,49.5350586,0.6415,1.19,0.88,19.5,0.029103,ATE*
1.72624857,0.43936916,16.4944479,316.8728592,226.251896,120.9813973,0.9678,2.48,2.27,19.3,0.036972,APO*
0.93130797,0.266478315,10.7434641,115.6971337,120.8719153,74.9477971,0.6831,1.18,0.9,19.7,0.003168,ATE*
1.72696291,0.395243343,9.6587036,167.7046402,107.4094619,265.0257964,1.0444,2.41,2.27,18.8,0.033431,AMO*
1.54293312,0.645543263,7.3124166,76.7600547,243.8441752,270.9822407,0.5469,2.54,1.92,17.9,0.011604,APO*
2.10591948,0.764026846,11.6075704,107.6309767,136.2773612,258.6992663,0.4969,3.71,3.06,16.4,0.031015,APO*
1.30974507,0.781453426,2.5362107,238.2644936,90.9897297,80.5950947,0.2862,2.33,1.5,20.3,0.004773,APO*
1.50052523,0.326807169,2.3238836,103.1566896,136.3403064,163.8504486,1.0101,1.99,1.84,20.4,0.036132,APO*
1.37967934,0.317129019,4.6741933,334.1398736,321.8261131,133.1105995,0.9421,1.82,1.62,20.2,0.022529,APO*
1.40551556,0.393515201,29.9503933,118.2539258,108.8088929,238.6357258,0.8524,1.96,1.67,19.4,0.012635,APO*
1.10528024,0.075796228,24.0953403,37.027679,290.3733773,99.9767883,1.0215,1.19,1.16,17.7,0.020213,AMO*
1.05298988,0.183702116,50.0626558,101.9180226,155.4815436,197.4314439,0.8596,1.25,1.08,19.3,0.027992,APO*
2.31443207,0.605283151,29.5435633,224.206583,132.204769,36.8380644,0.9135,3.72,3.52,16.6,0.007854,APO*
1.70658928,0.5729038,8.8586116,290.530572,342.1456326,73.1163706,0.7289,2.68,2.23,19,0.016431,APO*
1.22224301,0.909080076,5.4469045,27.3618839,240.631674,58.7863602,0.1111,2.33,1.35,20,0.004763,APO*
1.69191572,0.462332174,5.8338204,333.1829348,352.1215913,355.2063425,0.9097,2.47,2.2,18.1,0.028411,APO*
1.54166571,0.873659783,2.2961659,70.7634674,313.6960588,247.5435465,0.1948,2.89,1.91,18.5,0.018046,APO*
1.29739326,0.433404322,22.8938544,276.5178313,346.8788774,315.0522311,0.7351,1.86,1.48,20.4,0.001226,APO*
1.96345083,0.513901859,3.8833682,322.9976682,259.8397854,5.2395102,0.9544,2.97,2.75,20,0.002968,APO*
1.36566124,0.776507898,11.7874967,59.2058133,317.2666289,347.3146316,0.3052,2.43,1.6,18.9,0.016126,APO*
1.58987364,0.390259949,8.8067368,219.406979,44.1956273,125.387793,0.9694,2.21,2,20.4,0.01673,APO*
1.54520122,0.492103677,19.0655205,106.6778545,358.8896653,220.0281005,0.7848,2.31,1.92,18.1,0.019253,APO*
0.8497432,0.380604942,18.1086911,306.7200484,70.3968963,63.7830187,0.5263,1.17,0.78,19.7,0.046107,ATE*
1.30837953,0.224517212,18.8053965,1.3751862,10.0158167,151.5540126,1.0146,1.6,1.5,20.5,0.015094,APO*
