Concentration Coeff (Mean),Concentration Coeff (SD),Shannon's Entropy (Mean),Shannon's Entropy (SD),Attr-to-Inst Ratio,Canonical Corr (Mean),Canonical Corr (SD),Correlation (Mean),Correlation (SD),Covariance (Mean),Covariance (SD),Eigenvalues (Mean),Eigenvalues (SD),Inst-to-Attr Ratio,IQ Range (Mean),IQ Range (SD),Kurtosis (Mean),Kurtosis (SD),Median Abs Dev (Mean),Median Abs Dev (SD),Mean (Mean),Mean (SD),Median (Mean),Median (SD),Num Attr,Num Binary Attr,Num Correlated Attr,Num Instances,Num Outliers,SD (Mean),SD (SD),Skewness (Mean),Skewness (SD),Sparsity (Mean),Sparsity (SD),Ave Num Feat per PCA Dim,Ave Num PCA Dim per Point,PCA-to-Orig Dim Ratio,Trimmed Mean (Mean),Trimmed Mean (SD),Variance (Mean),Variance (SD),1-Itemset Min,1-Itemset Q1,1-Itemset Q2,1-Itemset Q3,1-Itemset Max,2-Itemset Min,2-Itemset Q1,2-Itemset Q2,2-Itemset Q3,2-Itemset Max,best_dist_metric_ari,best_dist_metric_dbs
0.010325737,0.022276167,0.318714324,0.526349265,0.1225,0.678789362,0.29334057,0.181706041,0.169068868,0.00272368,0.011122378,0.05497742,0.138424374,8.163265306,0.128126507,0.329832532,204.4611532,263.3012288,0.004242851,0.030431149,0.12189582,0.221432628,0.080070103,0.264539467,98,95,0.002945508,800,84,0.176370852,0.155295951,10.80673445,9.503841371,0.494291334,0.087746324,0.1225,0.045,0.367346939,0.098818709,0.244155246,0.05497742,0.079457771,0.00125,0.0146875,0.31875,0.98875,1,0,0.1125,0.4975,0.8875,1,manhattan,chebyshev
0.147085179,0.09037843,2.243884484,0.140472205,0.094339623,0.886719765,0.322741371,0.380661938,0.277975695,0.01331129,0.009194386,0.036725749,0.063484319,10.6,0.248743145,0.087487818,0.838114742,1.599249689,0.167720741,0.064662027,0.40385117,0.106264887,0.387729359,0.134071804,15,0,0.371428571,159,12,0.189788752,0.027502835,0.615607821,0.806740561,0.031728249,0.037283602,0.094339623,0.050314465,0.533333333,0.386724698,0.122610516,0.036725749,0.010790173,0.081761006,0.182389937,0.201257862,0.220125786,0.446540881,0.056603774,0.270440252,0.320754717,0.377358491,0.735849057,manhattan,chebyshev
0.046613088,0.060266492,1.889912834,1.043586963,0.013995801,0.162062736,0.29334057,0.070270732,0.108677118,0.005653518,0.013125543,0.077055999,0.087908354,71.45,0.203522946,0.285655064,1.615420686,2.188309426,0.072403677,0.064338863,0.345165966,0.186976331,0.286736741,0.279048413,20,7,0.015789474,1429,18,0.259956336,0.099887847,0.884276544,1.28642426,0.187161837,0.236626518,0.013995801,0.011196641,0.8,0.29775871,0.262288605,0.077055999,0.060507608,0.035689293,0.089573128,0.090972708,0.146606018,1,0.033589923,0.157452764,0.188243527,0.424072778,0.966410077,mahalanobis,euclidean
0.107635412,0.066616899,3.321914256,2.96E-06,0.016775396,-0.113094089,0.560024188,0.274872846,0.225994499,0.009467759,0.009629011,0.036002699,0.060197224,59.61111111,0.241594652,0.136277646,2.784211184,7.624913832,0.168851395,0.080715381,0.530989221,0.130872531,0.520617443,0.145141246,18,0,0.137254902,1073,15,0.184755479,0.044474727,0.016864648,1.480960767,4.61E-06,6.82E-06,0.016775396,0.007455732,0.444444444,0.531506607,0.139664022,0.036002699,0.018767001,0.098788444,0.09972041,0.09972041,0.100652377,0.100652377,0.003727866,0.171481827,0.184529357,0.194780988,0.201304753,euclidean,euclidean
0.048935123,0.037362783,3.3219224,0,0.029934518,0.310234718,0.15362651,0.129321048,0.17525928,0.000803111,0.001612959,0.006891699,0.011494469,33.40625,0.05067648,0.036901811,30.31949558,28.94869184,0.032551433,0.020244726,0.373044622,0.203240498,0.363261742,0.216811647,32,0,0.050403226,1069,32,0.077173402,0.031083065,1.184231012,2.308243353,7.43E-06,1.09E-05,0.029934518,0.013096352,0.4375,0.365969855,0.213777872,0.006891699,0.005329048,0.099158092,0.100093545,0.100093545,0.100093545,0.100093545,0.018709074,0.173994387,0.181478017,0.188961646,0.200187091,manhattan,euclidean
0.071223862,0.061852473,3.459420949,0,0.012640449,0.425238682,0.272460408,0.236457124,0.220994758,0.008813416,0.009390851,0.039017229,0.056501297,79.11111111,0.237542926,0.087614713,0.800154634,1.942620062,0.158317056,0.040500642,0.513182905,0.13082594,0.534314181,0.169215315,18,0,0.065359477,1424,16,0.194583577,0.034962408,-0.137301903,0.888472675,6.35E-06,8.54E-06,0.012640449,0.005617978,0.444444444,0.525113444,0.155281404,0.039017229,0.014738139,0.090589888,0.090589888,0.090589888,0.091292135,0.091292135,0.002808989,0.158707865,0.167837079,0.175561798,0.18258427,euclidean,euclidean
0.029500131,0.038175251,3.459426326,4.79E-06,0.022535211,0.424030376,0.069272256,0.105440883,0.155584117,0.000850481,0.001908486,0.008835838,0.013698852,44.375,0.071685284,0.050968019,22.70207926,39.01441161,0.048952979,0.030980912,0.404622128,0.200885556,0.395302961,0.214707105,32,0,0.032258065,1420,32,0.087551707,0.034760548,1.045491515,2.161410793,1.11E-06,1.51E-06,0.022535211,0.011971831,0.53125,0.398262224,0.211318674,0.008835838,0.006942129,0.090140845,0.09084507,0.09084507,0.09084507,0.091549296,0.029577465,0.16056338,0.166197183,0.171126761,0.183098592,manhattan,chebyshev
0.111536814,0.213277034,0.510272404,0.577393419,0.422222222,0.444486551,0.322741371,0.091275988,0.114126437,0.009017301,0.015931504,0.095562311,0.174431111,2.368421053,0.148255573,0.340081655,20.57835011,40.83954989,0.01229195,0.048392943,0.370077433,0.355319718,0.329385675,0.455916373,76,71,0.010877193,180,65,0.284716131,0.121212032,1.442932554,4.525974603,0.466316153,0.117384433,0.422222222,0.172222222,0.407894737,0.343721971,0.434009801,0.095562311,0.070452228,0.005555556,0.166666667,0.338888889,0.926388889,1,0,0.233333333,0.505555556,0.777777778,1,euclidean,chebyshev
0.119344342,0.240008299,1.266671038,0.864411528,0.044217687,0.993954583,0.322741371,0.204064714,0.277683053,0.016836603,0.03815958,0.101925144,0.174763729,22.61538462,0.359953978,0.450565374,1.023524978,2.717025239,0.045584345,0.0730217,0.362182249,0.246423252,0.325910585,0.410928263,13,6,0.115384615,294,9,0.29060314,0.137590718,0.555514662,1.379284576,0.327091538,0.193610689,0.044217687,0.017006803,0.384615385,0.337661171,0.316942275,0.101925144,0.090387676,0.006802721,0.136054422,0.210884354,0.397959184,1,0,0.275510204,0.384353741,0.595238095,1,mahalanobis,manhattan
0.02559368,0.135552572,2.32228322,1.610143196,0.0011,0.211595916,0.319391917,0.051416608,0.1434103,0.008024189,0.03351854,0.130811519,0.146936303,909.0909091,0.560383865,0.376267029,-0.840155368,1.132612475,0.114226631,0.144126925,0.43558068,0.16993766,0.477192613,0.397107096,11,5,0.018181818,10000,4,0.337152919,0.137307579,0.187817468,0.652912936,0.2597101,0.240566688,0.0011,0.0008,0.727272727,0.427928204,0.231335815,0.130811519,0.093532318,0.0193,0.0476,0.0476,0.0611,0.7963,0,0.0898,0.097,0.3138,1,mahalanobis,chebyshev
0.008848022,0.044462935,0.807565671,0.996491699,0.001505293,0.158197629,0.29334057,0.054957936,0.109965681,0.005494948,0.014549381,0.098860274,0.144166748,664.3225806,0.190607531,0.369659394,281.951378,1760.078625,0.015879155,0.053922525,0.232890916,0.257711795,0.177611263,0.365568908,62,53,0.011105235,41188,49,0.282621449,0.138912298,5.531264173,16.03158317,0.434980859,0.159783623,0.001505293,0.000704089,0.467741935,0.177896844,0.316923036,0.098860274,0.0761216,7.28E-05,0.031028455,0.089419248,0.523841896,0.999927163,0,0.123118384,0.299043411,0.768415558,1,euclidean,euclidean
0.100603113,0.113400783,1.544825719,0.02944796,0.024,0.93976329,0.29334057,0.294475566,0.192755801,0.051896653,0.034394319,0.175858099,0.151487624,41.66666667,0.833333333,0.25819889,-1.517770509,0.150947136,0.7413,0,0.504,0.083637312,0.5,0,6,0,0.2,250,0,0.419125471,0.015176494,-0.016675427,0.32095454,0.330655957,0,0.024,0.02,0.833333333,0.506666667,0.13939552,0.175858099,0.012817842,0.224,0.281,0.318,0.373,0.476,0.104,0.36,0.432,0.53,0.736,manhattan,euclidean
0.107294778,0.211086592,4.459430746,2.96E-07,0.001476832,0.751249819,0.156785215,0.499162847,0.314644384,0.010519609,0.008380714,0.021385483,0.054482052,677.125,0.168301749,0.065790708,4.17498622,4.864957185,0.117307084,0.050794009,0.458819321,0.264623245,0.450907964,0.289014906,16,0,0.416666667,10834,15,0.142259088,0.034990819,0.377584769,1.737512696,1.87E-06,3.76E-06,0.001476832,0.000369208,0.25,0.452459279,0.282826928,0.021385483,0.009125902,0.045320288,0.04541259,0.04541259,0.045504892,0.045597194,0,0.085563965,0.087871516,0.09036367,0.091194388,euclidean,manhattan
0.104524084,0.073310542,2.582051717,0.00347496,0.055555556,0.832117619,0.322741371,0.524077668,0.258904023,0.009907429,0.005097591,0.020438172,0.042700933,18,0.182234546,0.055839017,6.548216712,15.14051742,0.132350363,0.037033093,0.395680483,0.159657929,0.386163048,0.164044293,14,0,0.604395604,252,13,0.13957132,0.032120278,0.253683299,1.723707657,0.007416572,0.006292516,0.055555556,0.031746032,0.571428571,0.389907762,0.163593314,0.020438172,0.009453632,0.138888889,0.162698413,0.166666667,0.170634921,0.202380952,0.047619048,0.253968254,0.281746032,0.30952381,0.365079365,euclidean,manhattan
0.074502276,0.128179677,2.99995597,4.88E-05,0.052724077,0.879957188,0.29334057,0.394896626,0.263805364,0.008376998,0.007541254,0.020800271,0.06251467,18.96666667,0.164882421,0.062102682,7.698004821,12.7174197,0.112309501,0.042512983,0.23891243,0.098256274,0.208068166,0.101872751,30,0,0.333333333,569,29,0.140152381,0.034604874,1.731241317,1.271995273,0.000208754,0.000151822,0.052724077,0.017574692,0.333333333,0.216106268,0.101329948,0.020800271,0.010033339,0.121265378,0.124780316,0.124780316,0.124780316,0.130052724,0.003514938,0.20913884,0.219683656,0.23198594,0.25659051,mahalanobis,manhattan
0.087633505,0.059777788,3.321922848,4.57E-16,0.01620162,0.547337285,0.197621795,0.267933794,0.213918228,0.00844858,0.007781823,0.033034092,0.050544362,61.72222222,0.213491449,0.084192819,1.192864809,1.130605004,0.156853599,0.066708596,0.555933032,0.106999118,0.56895451,0.119784459,18,0,0.098039216,1111,16,0.178345633,0.036043017,-0.503212313,0.594817858,4.70E-06,6.25E-06,0.01620162,0.00810081,0.5,0.56889783,0.122453435,0.033034092,0.013675594,0.099909991,0.099909991,0.099909991,0.099909991,0.100810081,0.01080108,0.171917192,0.183618362,0.192619262,0.201620162,manhattan,manhattan
0.0379004,0.035381051,3.321915719,0,0.028906956,0.415821831,0.147109209,0.110317052,0.15667108,0.001234137,0.002682166,0.011432618,0.018839877,34.59375,0.073066671,0.057792153,10.68400293,11.01311762,0.04841083,0.034380686,0.411790451,0.176643333,0.399481452,0.196775335,32,0,0.038306452,1107,32,0.100569127,0.036891735,0.57347115,1.366016851,2.62E-06,3.37E-06,0.028906956,0.018066847,0.625,0.402494923,0.191858307,0.011432618,0.008744007,0.09936766,0.09936766,0.100271003,0.100271003,0.100271003,0.032520325,0.174345077,0.181571816,0.187895212,0.200542005,euclidean,manhattan
0.084095335,0.071611331,3.459421979,4.57E-16,0.012430939,0.421661832,0.306140718,0.270167696,0.240053926,0.0067129,0.007300982,0.026685113,0.044697714,80.44444444,0.154771989,0.062893888,3.61644207,6.564594004,0.090901211,0.037350171,0.535042547,0.154201817,0.562622696,0.188749384,18,0,0.176470588,1448,18,0.15820422,0.041880558,-0.292496109,1.579688627,2.75E-06,3.03E-06,0.012430939,0.005524862,0.444444444,0.556404721,0.179875581,0.026685113,0.015282153,0.090469613,0.090469613,0.091160221,0.091160221,0.091160221,0.004143646,0.158149171,0.169198895,0.17679558,0.182320442,euclidean,manhattan
0.060721548,0.060550382,3.459423325,0,0.022160665,-0.277341516,0.556434569,0.108137299,0.161442669,0.00102612,0.002250346,0.00990396,0.016012599,45.125,0.067139,0.04775625,10.11318364,7.122695611,0.042411719,0.023944648,0.410781218,0.192881428,0.39794473,0.212859336,32,0,0.034274194,1444,32,0.093658104,0.034185378,0.508654326,1.205143801,2.67E-06,3.69E-06,0.022160665,0.013157895,0.59375,0.40141204,0.207703174,0.00990396,0.007809402,0.090720222,0.090720222,0.090720222,0.091412742,0.091412742,0.031855956,0.16066482,0.166204986,0.171745152,0.182825485,euclidean,manhattan
0.025568393,0.057194265,0.560665876,0.433792161,0.328320802,0.672483527,0.174347835,0.13083023,0.146454862,0.015634856,0.027278552,0.100206309,0.369110625,3.045801527,0.224654908,0.400690824,40.44216116,90.68883731,0.006429667,0.036288275,0.228250973,0.265083927,0.186111829,0.385401512,131,119,0.032883147,399,103,0.284245563,0.139857366,3.88550496,5.22661759,0.456809256,0.132738163,0.328320802,0.09273183,0.282442748,0.179627804,0.311642203,0.100206309,0.082168621,0.002506266,0.107769424,0.45112782,0.890977444,1,0,0.230576441,0.498746867,0.766917293,1,manhattan,chebyshev
0.095758717,0.135647662,2.99995597,4.88E-05,0.052724077,0.879957188,0.29334057,0.394896626,0.263805364,0.008376998,0.007541254,0.020800271,0.06251467,18.96666667,0.164882421,0.062102682,7.698004821,12.7174197,0.112309501,0.042512983,0.23891243,0.098256274,0.208068166,0.101872751,30,0,0.333333333,569,29,0.140152381,0.034604874,1.731241317,1.271995273,0.000208754,0.000151822,0.052724077,0.017574692,0.333333333,0.216106268,0.101329948,0.020800271,0.010033339,0.121265378,0.124780316,0.124780316,0.124780316,0.130052724,0.003514938,0.20913884,0.219683656,0.23198594,0.25659051,euclidean,manhattan
0.011494387,0.031295585,0.995871661,0.827967075,0.0035,0.617144316,0.29334057,0.112321112,0.151380474,0.015087446,0.026257533,0.148110363,0.198543354,285.7142857,0.444808489,0.489936633,4.076685798,13.94761198,0.007739947,0.031984565,0.344461591,0.249908236,0.228413271,0.408323137,35,30,0.021848739,10000,20,0.359582763,0.139154061,1.039908032,2.166505932,0.437163953,0.157059403,0.0035,0.0017,0.485714286,0.286531357,0.328888952,0.148110363,0.085801532,0.012,0.048225,0.18645,0.570875,0.988,0,0.2462,0.4777,0.6502,1,euclidean,chebyshev
0.048386998,0.106119913,0.946216541,1.01524347,0.058673469,0.537530534,0.298921071,0.137345526,0.191030136,0.010879591,0.019395103,0.078188683,0.120098142,17.04347826,0.156868208,0.301037831,13.93308636,30.62822188,0.046206772,0.091746458,0.168145432,0.152079294,0.115062659,0.240949788,23,18,0.075098814,392,18,0.264744578,0.092016992,2.950277589,2.685794007,0.393794445,0.203792068,0.058673469,0.035714286,0.608695652,0.102565963,0.171132053,0.078188683,0.055528767,0.007653061,0.117346939,0.142857143,0.5,0.992346939,0.017857143,0.198979592,0.283163265,0.793367347,0.982142857,euclidean,chebyshev
0.033872155,0.033756116,4.669215003,1.322256403,0.000148259,0.063042551,0.29334057,0.079363435,0.05651352,0.000662829,0.001456619,0.012174114,0.018543473,6744.933333,0.041647814,0.05808487,213.7222179,173.8878529,0.019386806,0.027956533,0.072470731,0.104455396,0.051250529,0.075182696,15,0,0,101174,15,0.086974509,0.070276615,11.10679993,6.351382066,0.010422842,0.023264726,0.000148259,7.91E-05,0.533333333,0.055433237,0.085918564,0.012174114,0.01748563,0.000336055,0.018571965,0.021843557,0.02564394,0.723150216,0.000681993,0.037588709,0.043271987,0.051139621,0.722992073,euclidean,euclidean
0.267735796,0.051494487,2.584711861,0.000153816,0.046808511,0.76950671,0.322741371,0.866823712,0.041298831,0.037301867,0.004730627,0.043311644,0.124896674,21.36363636,0.280101595,0.036554715,0.819597887,0.583278748,0.202689048,0.023518389,0.245537617,0.024432747,0.201726513,0.023976636,11,0,1,235,11,0.207431377,0.017670746,1.063314769,0.140964971,0.00059511,0.000105459,0.046808511,0.017021277,0.363636364,0.207823336,0.022998146,0.043311644,0.007194817,0.161702128,0.165957447,0.165957447,0.170212766,0.174468085,0.046808511,0.238297872,0.30212766,0.331914894,0.344680851,euclidean,manhattan
0.1026981,0.071197969,1.969440979,0.05516238,0.193181818,0.984853748,0.322741371,0.289169968,0.229955203,0.017646068,0.018251928,0.057816777,0.107242865,5.176470588,0.342263428,0.135786439,0.376981813,1.5758583,0.212870993,0.07463939,0.351544622,0.097516635,0.303791577,0.136867233,17,0,0.198529412,88,8,0.235665569,0.049202885,0.709040164,0.569230031,0.030311475,0.039532746,0.193181818,0.113636364,0.588235294,0.323250496,0.118235064,0.057816777,0.024205206,0.090909091,0.238636364,0.25,0.252840909,0.454545455,0.113636364,0.318181818,0.375,0.431818182,0.647727273,manhattan,manhattan
0.015235602,0.002855963,2.807300864,3.38E-05,0.0175,0.128059574,0.322741371,0.038259201,0.030834233,0.000815642,0.000742348,0.021415127,0.007489394,57.14285714,0.175062352,0.043943252,4.457091079,4.965777423,0.125888859,0.033759233,0.310877725,0.110002944,0.291342956,0.114622513,7,0,0,400,7,0.144611402,0.024216687,1.308990423,0.889808398,2.97E-05,4.86E-05,0.0175,0.0175,1,0.295728756,0.113029739,0.021415127,0.006910879,0.14,0.1425,0.1425,0.145,0.145,0.1925,0.2375,0.245,0.2525,0.2875,euclidean,euclidean
0.014251788,0.002866876,2.807209969,0.000144816,0.0175,0.131403625,0.322741371,0.033891607,0.025360741,0.000925669,0.00069207,0.02783378,0.005467835,57.14285714,0.215319268,0.027500963,0.262768012,0.60092663,0.159987702,0.021272927,0.500680192,0.050419486,0.502442283,0.053887485,7,0,0,400,6,0.166350526,0.013717255,-0.039331255,0.219250296,0.000289886,0.000245822,0.0175,0.0175,1,0.501053184,0.052168988,0.02783378,0.004550396,0.1325,0.1425,0.1425,0.145,0.1475,0.1925,0.2375,0.245,0.2525,0.285,mahalanobis,euclidean
0.015180793,0.002882619,2.8072739,7.66E-05,0.0175,0.105807502,0.322741371,0.035684221,0.02718596,0.00091174,0.0007278,0.026040297,0.010676081,57.14285714,0.20153958,0.056645605,3.30838794,6.003883251,0.147335315,0.04171618,0.348791682,0.119111607,0.332126357,0.122549338,7,0,0,400,7,0.157923332,0.035832073,0.997461747,0.86111839,0.000110292,0.000161513,0.0175,0.0175,1,0.334861985,0.120480698,0.026040297,0.010228809,0.14,0.1425,0.1425,0.1425,0.1475,0.2025,0.2375,0.245,0.2525,0.285,manhattan,euclidean
0.015180793,0.002882619,2.8072739,7.66E-05,0.0175,0.084275407,0.322741371,0.03525024,0.024408997,0.000890083,0.000639002,0.026695371,0.009020512,57.14285714,0.214576055,0.047559799,1.163100022,2.992878834,0.159842223,0.034266085,0.518913267,0.100961671,0.518103513,0.10332875,7,0,0,400,6,0.161069261,0.02962108,-0.102763811,0.606325466,0.000320315,0.000270321,0.0175,0.0175,1,0.517778344,0.102548856,0.026695371,0.008549955,0.14,0.1425,0.1425,0.1425,0.1475,0.2025,0.2375,0.245,0.2525,0.285,manhattan,euclidean
0.013771226,0.002582005,2.807275251,2.58E-05,0.015,0.098891323,0.322741371,0.035916844,0.038533703,0.000744526,0.001119827,0.01855354,0.012356996,66.66666667,0.102227955,0.042410408,21.09715031,16.10242996,0.070400511,0.029019242,0.154669872,0.082306755,0.121221989,0.06746343,6,0,0,400,6,0.130403416,0.043106689,3.588732951,1.460969155,9.47E-06,1.11E-05,0.015,0.015,1,0.126277284,0.069562891,0.01855354,0.011930925,0.14,0.1425,0.1425,0.145,0.145,0.2025,0.2375,0.245,0.2525,0.275,mahalanobis,manhattan
0.221022556,0.010931174,2.31248736,0.013351215,0.010810811,0.424166118,0.322741371,0.008551576,0.162324679,0.000517736,0.012319165,0.072548913,0.056536424,92.5,0.348235494,0.214627423,-0.162830022,1.553139049,0.315670879,0.252478304,0.45499864,0.114604185,0.42455039,0.106701861,2,0,0,185,1,0.257964825,0.109572463,0.255615507,0.576530523,0.069222199,0.097547585,0.010810811,0.010810811,1,0.456518769,0.137935724,0.072548913,0.056531682,0.135135135,0.2,0.2,0.2,0.264864865,0.086486486,0.291891892,0.335135135,0.356756757,0.443243243,mahalanobis,chebyshev
0.05216921,0.001791595,2.566595808,0.003895247,0.009009009,0.804243154,0.322741371,0.083554343,0.162324679,0.009248145,0.012319165,0.111821431,0.026021956,111,0.640909091,0.057854191,-1.451257545,0.343619825,0.362948182,0.153849722,0.524774775,0.015925828,0.669480519,0.017448089,2,0,0,222,0,0.333545813,0.033723031,-0.325781022,0.37439395,0.041638941,0.023502784,0.009009009,0.009009009,1,0.553697422,0.048595602,0.111821431,0.022496352,0.126126126,0.140765766,0.175675676,0.189189189,0.198198198,0.202702703,0.256756757,0.279279279,0.302927928,0.373873874,mahalanobis,euclidean
0.000319425,0.000143661,0.191122917,0.130933846,0.13034188,0.713182951,0.322741371,0.016666667,0.017559873,0.000511929,0.001688256,0.030715765,0.031775179,7.672131148,0,0,40.50438146,15.27309807,0,0,0.032786885,0.032855266,0,0,61,61,0,468,61,0.163615151,0.063337284,6.313263222,1.613444423,0.498929336,5.60E-17,0.13034188,0.117521368,0.901639344,0,0,0.030715765,0.028634033,0.019230769,0.019230769,0.5,0.980769231,0.980769231,0.038461538,0.038461538,0.5,0.961538462,0.961538462,euclidean,chebyshev
0.030827188,0.135200115,2.110473608,1.557941996,0.0013,0.382634349,0.29334057,0.057957738,0.155671037,0.00994528,0.034631034,0.146235274,0.159188358,769.2307692,0.628017117,0.381097989,-0.978475753,1.040197688,0.096653303,0.138385473,0.429822114,0.160293123,0.480701442,0.416115044,13,7,0.038461538,10000,4,0.359322118,0.136197639,0.223613425,0.613922901,0.296670084,0.23741581,0.0013,0.0008,0.615384615,0.412900788,0.223419733,0.146235274,0.093080587,0.0193,0.0476,0.0476,0.0822,0.7523,0,0.0901,0.12135,0.4588,1,mahalanobis,chebyshev
0.070624516,0.053770122,2.756592224,0.24874603,0.348739496,0.853635166,0.322741371,0.2629065,0.243279236,0.013810375,0.015950535,0.050370138,0.27299823,2.86746988,0.304586013,0.186128938,3.58355599,21.93972861,0.154156491,0.099221476,0.389094477,0.123559672,0.387752821,0.182010262,166,0,0.189120117,476,89,0.216638312,0.058811701,0.280640661,1.858382707,0.005372975,0.004080089,0.348739496,0.06512605,0.186746988,0.385412499,0.150258612,0.050370138,0.025236349,0.046218487,0.138655462,0.142857143,0.147058824,0.800420168,0,0.224789916,0.24789916,0.268907563,0.871848739,manhattan,euclidean
